January,Hour,MWh,February,Hour,MWh,March,Hour,MWh,April,Hour,MWh,May,Hour,MWh,June,Hour,MWh,July,Hour,MWh,August,Hour,MWh,September,Hour,MWh
1/30/23,21,71.63,,,,3/30/23,22,72.14,4/30/23,21,70.73,5/30/23,21,67.57,6/30/23,21,64.45,7/30/23,21,60.03,8/30/23,21,64.87,9/30/23,21,64.37
1/30/23,22,71.65,,,,3/30/23,23,73.93,4/30/23,22,70.4,5/30/23,22,67.12,6/30/23,22,64.03,7/30/23,22,59.59,8/30/23,22,64.85,9/30/23,22,63.89
1/30/23,23,71.6,,,,3/30/23,24,73.48,4/30/23,23,69.76,5/30/23,23,66.82,6/30/23,23,63.86,7/30/23,23,59.45,8/30/23,23,64.74,9/30/23,23,63.87
1/30/23,24,71.51,,,,3/31/23,1,73.79,4/30/23,24,69.01,5/30/23,24,66.79,6/30/23,24,63.52,7/30/23,24,59.23,8/30/23,24,63.91,9/30/23,24,63.83
1/31/23,1,71.31,,,,3/31/23,2,73.3,,,,5/31/23,1,69.8,,,,7/31/23,1,59.12,8/31/23,1,63.85,,,
1/31/23,2,71.27,,,,3/31/23,3,73.24,,,,5/31/23,2,69.89,,,,7/31/23,2,59.22,8/31/23,2,63.73,,,
1/31/23,3,71.08,,,,3/31/23,4,73.34,,,,5/31/23,3,69.33,,,,7/31/23,3,59.25,8/31/23,3,63.69,,,
1/31/23,4,71.12,,,,3/31/23,5,73.22,,,,5/31/23,4,69.16,,,,7/31/23,4,58.8,8/31/23,4,66.36,,,
1/31/23,5,70.89,,,,3/31/23,6,73.23,,,,5/31/23,5,69.17,,,,7/31/23,5,61.54,8/31/23,5,69.96,,,
1/31/23,6,71.09,,,,3/31/23,7,73.9,,,,5/31/23,6,69.42,,,,7/31/23,6,69.34,8/31/23,6,69.53,,,
1/31/23,7,70.95,,,,3/31/23,8,73.43,,,,5/31/23,7,69.22,,,,7/31/23,7,69.22,8/31/23,7,69.35,,,
1/31/23,8,71.09,,,,3/31/23,9,74.07,,,,5/31/23,8,69.29,,,,7/31/23,8,68.84,8/31/23,8,69.39,,,
1/31/23,9,71.01,,,,3/31/23,10,74.36,,,,5/31/23,9,69.51,,,,7/31/23,9,68.83,8/31/23,9,69.53,,,
1/31/23,10,71.67,,,,3/31/23,11,74.73,,,,5/31/23,10,69.9,,,,7/31/23,10,68.81,8/31/23,10,68.44,,,
1/31/23,11,71.89,,,,3/31/23,12,74.4,,,,5/31/23,11,70.23,,,,7/31/23,11,68.16,8/31/23,11,67.81,,,
1/31/23,12,71.69,,,,3/31/23,13,73.09,,,,5/31/23,12,70.16,,,,7/31/23,12,67.04,8/31/23,12,67.49,,,
1/31/23,13,71.61,,,,3/31/23,14,72.55,,,,5/31/23,13,70.01,,,,7/31/23,13,65.77,8/31/23,13,66.54,,,
1/31/23,14,71.8,,,,3/31/23,15,71.65,,,,5/31/23,14,70.03,,,,7/31/23,14,64.6,8/31/23,14,65.91,,,
1/31/23,15,71.77,,,,3/31/23,16,70.74,,,,5/31/23,15,69.86,,,,7/31/23,15,63.75,8/31/23,15,64.35,,,
1/31/23,16,71.37,,,,3/31/23,17,69.71,,,,5/31/23,16,69.78,,,,7/31/23,16,62.89,8/31/23,16,64.28,,,
1/31/23,17,71.28,,,,3/31/23,18,70.28,,,,5/31/23,17,69.75,,,,7/31/23,17,62.05,8/31/23,17,63.46,,,
1/31/23,18,71.15,,,,3/31/23,19,70.2,,,,5/31/23,18,69.6,,,,7/31/23,18,61.69,8/31/23,18,63.39,,,
1/31/23,19,71.06,,,,3/31/23,20,70.59,,,,5/31/23,19,69.42,,,,7/31/23,19,61.48,8/31/23,19,63.11,,,
1/31/23,20,71.11,,,,3/31/23,21,70.4,,,,5/31/23,20,69.15,,,,7/31/23,20,61.23,8/31/23,20,62.87,,,
1/31/23,21,71.16,,,,3/31/23,22,70.43,,,,5/31/23,21,68.6,,,,7/31/23,21,61.21,8/31/23,21,62.37,,,
1/31/23,22,71.14,,,,3/31/23,23,70.16,,,,5/31/23,22,67.81,,,,7/31/23,22,60.94,8/31/23,22,42,,,
1/31/23,23,70.97,,,,3/31/23,24,70.17,,,,5/31/23,23,67.05,,,,7/31/23,23,61.01,8/31/23,23,52.97,,,
1/31/23,24,70.61,,,,,,,,,,5/31/23,24,66.97,,,,7/31/23,24,60.97,8/31/23,24,61.93,,,
