January,Hour,kWh,MWh,February,Hour,kWh,MWh,March,Hour,kWh,MWh,April,Hour,kWh,MWh,May,Hour,kWh,MWh,June,Hour,kWh,MWh,July,Hour,kWh,MWh,August,Hour,kWh,MWh,September,Hour,kWh,MWh
1/16/23,13,"16,265.00",16.27,2/16/23,13,"16,621.00",16.621,3/16/23,14,"15,526.00",15.526,4/16/23,13,"15,257.00",15.257,5/16/23,13,"15,218.00",15.218,6/16/23,13,"15,215.00",15.215,7/16/23,13,"15,364.00",15.36,8/16/23,13,"15,030.00",15.03,9/16/23,13,"14,706.00",14.71
1/16/23,14,"16,362.00",16.36,2/16/23,14,"16,786.00",16.786,3/16/23,15,"15,708.00",15.708,4/16/23,14,"15,319.00",15.319,5/16/23,14,"15,403.00",15.403,6/16/23,14,"15,309.00",15.309,7/16/23,14,"15,461.00",15.46,8/16/23,14,"15,150.00",15.15,9/16/23,14,"14,687.00",14.69
1/16/23,15,"16,475.00",16.48,2/16/23,15,"16,991.00",16.991,3/16/23,16,"15,821.00",15.821,4/16/23,15,"15,303.00",15.303,5/16/23,15,"15,510.00",15.51,6/16/23,15,"15,367.00",15.367,7/16/23,15,"15,539.00",15.54,8/16/23,15,"15,225.00",15.23,9/16/23,15,"14,703.00",14.7
1/16/23,16,"16,498.00",16.5,2/16/23,16,"17,062.00",17.062,3/16/23,17,"15,899.00",15.899,4/16/23,16,"15,374.00",15.374,5/16/23,16,"15,555.00",15.555,6/16/23,16,"15,474.00",15.474,7/16/23,16,"1,341.00",1.34,8/16/23,16,"15,270.00",15.27,9/16/23,16,"14,713.00",14.71
1/16/23,17,"16,605.00",16.61,2/16/23,17,"16,880.00",16.88,3/16/23,18,"15,947.00",15.947,4/16/23,17,"15,260.00",15.26,5/16/23,17,"15,533.00",15.533,6/16/23,17,"15,526.00",15.526,7/16/23,17,978,0.98,8/16/23,17,"15,277.00",15.28,9/16/23,17,"14,716.00",14.72
1/16/23,18,"16,537.00",16.54,2/16/23,18,"16,822.00",16.822,3/16/23,19,"15,876.00",15.876,4/16/23,18,"15,205.00",15.205,5/16/23,18,"15,053.00",15.053,6/16/23,18,"15,627.00",15.627,7/16/23,18,940,0.94,8/16/23,18,"15,290.00",15.29,9/16/23,18,"14,726.00",14.73
1/16/23,19,"16,362.00",16.36,2/16/23,19,"16,670.00",16.67,3/16/23,20,"15,704.00",15.704,4/16/23,19,"15,212.00",15.212,5/16/23,19,"14,930.00",14.93,6/16/23,19,"15,575.00",15.575,7/16/23,19,"14,885.00",14.89,8/16/23,19,"15,212.00",15.21,9/16/23,19,"14,723.00",14.72
1/16/23,20,"16,213.00",16.21,2/16/23,20,"16,608.00",16.608,3/16/23,21,"15,494.00",15.494,4/16/23,20,"15,115.00",15.115,5/16/23,20,"14,936.00",14.936,6/16/23,20,"15,516.00",15.516,7/16/23,20,"15,244.00",15.24,8/16/23,20,"15,163.00",15.16,9/16/23,20,"14,710.00",14.71
1/16/23,21,"16,083.00",16.08,2/16/23,21,"16,576.00",16.576,3/16/23,22,"15,312.00",15.312,4/16/23,21,"14,946.00",14.946,5/16/23,21,"14,868.00",14.868,6/16/23,21,"15,390.00",15.39,7/16/23,21,"15,277.00",15.28,8/16/23,21,"15,047.00",15.05,9/16/23,21,"14,706.00",14.71
1/16/23,22,"16,054.00",16.05,2/16/23,22,"16,654.00",16.654,3/16/23,23,"15,244.00",15.244,4/16/23,22,"14,800.00",14.8,5/16/23,22,"14,849.00",14.849,6/16/23,22,"15,247.00",15.247,7/16/23,22,"15,189.00",15.19,8/16/23,22,"14,936.00",14.94,9/16/23,22,"14,706.00",14.71
1/16/23,23,"16,113.00",16.11,2/16/23,23,"16,741.00",16.741,3/16/23,24,"15,163.00",15.163,4/16/23,23,"14,729.00",14.729,5/16/23,23,"14,849.00",14.849,6/16/23,23,"15,021.00",15.021,7/16/23,23,"15,089.00",15.09,8/16/23,23,"14,849.00",14.85,9/16/23,23,"14,703.00",14.7
1/16/23,24,"16,041.00",16.04,2/16/23,24,"16,748.00",16.748,3/17/23,1,"15,085.00",15.085,4/16/23,24,"14,703.00",14.703,5/16/23,24,"14,839.00",14.839,6/16/23,24,"14,917.00",14.917,7/16/23,24,"15,011.00",15.01,8/16/23,24,"14,755.00",14.76,9/16/23,24,"14,700.00",14.7
1/17/23,1,"16,083.00",16.08,2/17/23,1,"16,809.00",16.809,3/17/23,2,"15,027.00",15.027,4/17/23,1,"14,677.00",14.677,5/17/23,1,"14,829.00",14.829,6/17/23,1,"14,849.00",14.849,7/17/23,1,"14,972.00",14.97,8/17/23,1,"14,687.00",14.69,9/17/23,1,"14,680.00",14.68
1/17/23,2,"16,067.00",16.07,2/17/23,2,"16,822.00",16.822,3/17/23,3,"14,991.00",14.991,4/17/23,2,"14,651.00",14.651,5/17/23,2,"14,817.00",14.817,6/17/23,2,"14,839.00",14.839,7/17/23,2,"14,927.00",14.93,8/17/23,2,"14,658.00",14.66,9/17/23,2,"14,677.00",14.68
1/17/23,3,"16,077.00",16.08,2/17/23,3,"16,741.00",16.741,3/17/23,4,"14,943.00",14.943,4/17/23,3,"14,629.00",14.629,5/17/23,3,"14,810.00",14.81,6/17/23,3,"14,842.00",14.842,7/17/23,3,"14,868.00",14.87,8/17/23,3,"14,664.00",14.66,9/17/23,3,"14,684.00",14.68
1/17/23,4,"15,993.00",15.99,2/17/23,4,"16,767.00",16.767,3/17/23,5,"14,946.00",14.946,4/17/23,4,"14,593.00",14.593,5/17/23,4,"14,787.00",14.787,6/17/23,4,"14,813.00",14.813,7/17/23,4,"14,820.00",14.82,8/17/23,4,"14,684.00",14.68,9/17/23,4,"14,674.00",14.67
1/17/23,5,"16,044.00",16.04,2/17/23,5,"16,783.00",16.783,3/17/23,6,"14,962.00",14.962,4/17/23,5,"14,564.00",14.564,5/17/23,5,"14,774.00",14.774,6/17/23,5,"14,813.00",14.813,7/17/23,5,"14,739.00",14.74,8/17/23,5,"14,703.00",14.7,9/17/23,5,"14,677.00",14.68
1/17/23,6,"16,106.00",16.11,2/17/23,6,"16,553.00",16.553,3/17/23,7,"14,966.00",14.966,4/17/23,6,"14,564.00",14.564,5/17/23,6,"14,755.00",14.755,6/17/23,6,"14,804.00",14.804,7/17/23,6,"14,739.00",14.74,8/17/23,6,"14,693.00",14.69,9/17/23,6,"14,687.00",14.69
1/17/23,7,"16,116.00",16.12,2/17/23,7,"16,352.00",16.352,3/17/23,8,"14,956.00",14.956,4/17/23,7,"14,570.00",14.57,5/17/23,7,"14,755.00",14.755,6/17/23,7,"14,765.00",14.765,7/17/23,7,"14,742.00",14.74,8/17/23,7,"14,690.00",14.69,9/17/23,7,"14,687.00",14.69
1/17/23,8,"16,077.00",16.08,2/17/23,8,"16,093.00",16.093,3/17/23,9,"14,846.00",14.846,4/17/23,8,"14,577.00",14.577,5/17/23,8,"14,771.00",14.771,6/17/23,8,"14,771.00",14.771,7/17/23,8,"14,748.00",14.75,8/17/23,8,"14,703.00",14.7,9/17/23,8,"14,693.00",14.69
1/17/23,9,"15,925.00",15.93,2/17/23,9,"15,989.00",15.989,3/17/23,10,"14,849.00",14.849,4/17/23,9,"14,616.00",14.616,5/17/23,9,"14,794.00",14.794,6/17/23,9,"14,862.00",14.862,7/17/23,9,"14,833.00",14.83,8/17/23,9,"14,742.00",14.74,9/17/23,9,"14,713.00",14.71
1/17/23,10,"15,947.00",15.95,2/17/23,10,"15,925.00",15.925,3/17/23,11,"15,043.00",15.043,4/17/23,10,"14,661.00",14.661,5/17/23,10,"14,826.00",14.826,6/17/23,10,"14,920.00",14.92,7/17/23,10,"14,920.00",14.92,8/17/23,10,"14,791.00",14.79,9/17/23,10,"14,732.00",14.73
1/17/23,11,"16,093.00",16.09,2/17/23,11,"15,853.00",15.853,3/17/23,12,"15,387.00",15.387,4/17/23,11,"14,719.00",14.719,5/17/23,11,"14,888.00",14.888,6/17/23,11,"15,024.00",15.024,7/17/23,11,"14,972.00",14.97,8/17/23,11,"14,933.00",14.93,9/17/23,11,"14,752.00",14.75
1/17/23,12,"16,125.00",16.13,2/17/23,12,"15,844.00",15.844,3/17/23,13,"15,516.00",15.516,4/17/23,12,"14,748.00",14.748,5/17/23,12,"14,917.00",14.917,6/17/23,12,"15,095.00",15.095,7/17/23,12,"15,034.00",15.03,8/17/23,12,"15,017.00",15.02,9/17/23,12,"14,758.00",14.76
1/17/23,13,"16,307.00",16.31,2/17/23,13,"15,857.00",15.857,3/17/23,14,"15,490.00",15.49,4/17/23,13,"14,817.00",14.817,5/17/23,13,"14,969.00",14.969,6/17/23,13,"15,306.00",15.306,7/17/23,13,"15,153.00",15.15,8/17/23,13,"15,066.00",15.07,9/17/23,13,"14,768.00",14.77
1/17/23,14,"16,385.00",16.39,2/17/23,14,"15,646.00",15.646,3/17/23,15,"15,448.00",15.448,4/17/23,14,"14,901.00",14.901,5/17/23,14,"15,017.00",15.017,6/17/23,14,"15,439.00",15.439,7/17/23,14,"15,290.00",15.29,8/17/23,14,"15,144.00",15.14,9/17/23,14,"14,852.00",14.85
1/17/23,15,"16,456.00",16.46,2/17/23,15,"4,546.00",4.546,3/17/23,16,"15,413.00",15.413,4/17/23,15,"15,008.00",15.008,5/17/23,15,"15,037.00",15.037,6/17/23,15,"15,546.00",15.546,7/17/23,15,"15,293.00",15.29,8/17/23,15,"15,254.00",15.25,9/17/23,15,"14,914.00",14.91
1/17/23,16,"16,547.00",16.55,2/17/23,16,49,0.049,3/17/23,17,"15,361.00",15.361,4/17/23,16,"15,095.00",15.095,5/17/23,16,"15,047.00",15.047,6/17/23,16,"15,578.00",15.578,7/17/23,16,486,0.49,8/17/23,16,"15,315.00",15.32,9/17/23,16,"14,972.00",14.97
1/17/23,17,"16,592.00",16.59,2/17/23,17,"8,657.00",8.657,3/17/23,18,"15,260.00",15.26,4/17/23,17,"15,131.00",15.131,5/17/23,17,"15,043.00",15.043,6/17/23,17,"15,539.00",15.539,7/17/23,17,327,0.33,8/17/23,17,"1,432.00",1.43,9/17/23,17,"14,891.00",14.89
1/17/23,18,"16,547.00",16.55,2/17/23,18,"6,590.00",6.59,3/17/23,19,"15,144.00",15.144,4/17/23,18,"15,098.00",15.098,5/17/23,18,"14,975.00",14.975,6/17/23,18,"15,546.00",15.546,7/17/23,18,321,0.32,8/17/23,18,"14,923.00",14.92,9/17/23,18,"14,930.00",14.93
1/17/23,19,"16,356.00",16.36,2/17/23,19,"11,716.00",11.716,3/17/23,20,"15,060.00",15.06,4/17/23,19,"15,043.00",15.043,5/17/23,19,"14,995.00",14.995,6/17/23,19,"15,490.00",15.49,7/17/23,19,"13,420.00",13.42,8/17/23,19,"15,141.00",15.14,9/17/23,19,"14,878.00",14.88
1/17/23,20,"16,200.00",16.2,2/17/23,20,"15,520.00",15.52,3/17/23,21,"14,949.00",14.949,4/17/23,20,"14,946.00",14.946,5/17/23,20,"14,966.00",14.966,6/17/23,20,"15,419.00",15.419,7/17/23,20,"15,309.00",15.31,8/17/23,20,"15,079.00",15.08,9/17/23,20,"14,732.00",14.73
1/17/23,21,"16,135.00",16.14,2/17/23,21,"15,665.00",15.665,3/17/23,22,"14,898.00",14.898,4/17/23,21,"14,800.00",14.8,5/17/23,21,"14,936.00",14.936,6/17/23,21,"15,283.00",15.283,7/17/23,21,"15,205.00",15.21,8/17/23,21,"14,923.00",14.92,9/17/23,21,"14,706.00",14.71
1/17/23,22,"16,015.00",16.02,2/17/23,22,"15,708.00",15.708,3/17/23,23,"14,752.00",14.752,4/17/23,22,"14,726.00",14.726,5/17/23,22,"14,907.00",14.907,6/17/23,22,"15,060.00",15.06,7/17/23,22,"14,979.00",14.98,8/17/23,22,"14,742.00",14.74,9/17/23,22,"14,700.00",14.7
1/17/23,23,"16,041.00",16.04,2/17/23,23,"15,720.00",15.72,3/17/23,24,"14,629.00",14.629,4/17/23,23,"14,719.00",14.719,5/17/23,23,"14,885.00",14.885,6/17/23,23,"14,894.00",14.894,7/17/23,23,"14,885.00",14.89,8/17/23,23,"14,697.00",14.7,9/17/23,23,"14,680.00",14.68
1/17/23,24,"16,219.00",16.22,2/17/23,24,"15,701.00",15.701,3/18/23,1,"14,590.00",14.59,4/17/23,24,"14,736.00",14.736,5/17/23,24,"14,868.00",14.868,6/17/23,24,"14,813.00",14.813,7/17/23,24,"14,823.00",14.82,8/17/23,24,"14,664.00",14.66,9/17/23,24,"14,645.00",14.65
1/18/23,1,"16,265.00",16.27,2/18/23,1,"15,730.00",15.73,3/18/23,2,"14,564.00",14.564,4/18/23,1,"14,706.00",14.706,5/18/23,1,"14,833.00",14.833,6/18/23,1,"14,768.00",14.768,7/18/23,1,"14,787.00",14.79,8/18/23,1,"14,638.00",14.64,9/18/23,1,"14,619.00",14.62
1/18/23,2,"16,258.00",16.26,2/18/23,2,"15,733.00",15.733,3/18/23,3,"14,544.00",14.544,4/18/23,2,"14,635.00",14.635,5/18/23,2,"14,813.00",14.813,6/18/23,2,"14,771.00",14.771,7/18/23,2,"14,736.00",14.74,8/18/23,2,"14,632.00",14.63,9/18/23,2,"14,603.00",14.6
1/18/23,3,"16,287.00",16.29,2/18/23,3,"15,724.00",15.724,3/18/23,4,"14,541.00",14.541,4/18/23,3,"14,596.00",14.596,5/18/23,3,"14,800.00",14.8,6/18/23,3,"14,729.00",14.729,7/18/23,3,"14,748.00",14.75,8/18/23,3,"14,667.00",14.67,9/18/23,3,"14,596.00",14.6
1/18/23,4,"16,271.00",16.27,2/18/23,4,"15,724.00",15.724,3/18/23,5,"14,535.00",14.535,4/18/23,4,"14,577.00",14.577,5/18/23,4,"14,833.00",14.833,6/18/23,4,"14,667.00",14.667,7/18/23,4,"14,748.00",14.75,8/18/23,4,"14,684.00",14.68,9/18/23,4,"14,590.00",14.59
1/18/23,5,"16,262.00",16.26,2/18/23,5,"15,733.00",15.733,3/18/23,6,"14,505.00",14.505,4/18/23,5,"14,570.00",14.57,5/18/23,5,"14,859.00",14.859,6/18/23,5,"14,638.00",14.638,7/18/23,5,"14,726.00",14.73,8/18/23,5,"14,687.00",14.69,9/18/23,5,"14,583.00",14.58
1/18/23,6,"16,232.00",16.23,2/18/23,6,"15,720.00",15.72,3/18/23,7,"14,505.00",14.505,4/18/23,6,"14,564.00",14.564,5/18/23,6,"14,842.00",14.842,6/18/23,6,"14,590.00",14.59,7/18/23,6,"14,729.00",14.73,8/18/23,6,"14,687.00",14.69,9/18/23,6,"14,583.00",14.58
1/18/23,7,"16,232.00",16.23,2/18/23,7,"15,737.00",15.737,3/18/23,8,"14,531.00",14.531,4/18/23,7,"14,554.00",14.554,5/18/23,7,"14,820.00",14.82,6/18/23,7,"14,557.00",14.557,7/18/23,7,"14,713.00",14.71,8/18/23,7,"14,706.00",14.71,9/18/23,7,"14,574.00",14.57
1/18/23,8,"16,200.00",16.2,2/18/23,8,"15,733.00",15.733,3/18/23,9,"14,541.00",14.541,4/18/23,8,"14,564.00",14.564,5/18/23,8,"14,791.00",14.791,6/18/23,8,"14,580.00",14.58,7/18/23,8,"14,748.00",14.75,8/18/23,8,"14,690.00",14.69,9/18/23,8,"14,574.00",14.57
1/18/23,9,"16,255.00",16.26,2/18/23,9,"15,753.00",15.753,3/18/23,10,"14,544.00",14.544,4/18/23,9,"14,629.00",14.629,5/18/23,9,"14,797.00",14.797,6/18/23,9,"14,690.00",14.69,7/18/23,9,"14,894.00",14.89,8/18/23,9,"14,726.00",14.73,9/18/23,9,"14,612.00",14.61
1/18/23,10,"16,262.00",16.26,2/18/23,10,"15,792.00",15.792,3/18/23,11,"14,567.00",14.567,4/18/23,10,"14,729.00",14.729,5/18/23,10,"14,739.00",14.739,6/18/23,10,"14,771.00",14.771,7/18/23,10,"15,027.00",15.03,8/18/23,10,"14,794.00",14.79,9/18/23,10,"14,680.00",14.68
1/18/23,11,"16,381.00",16.38,2/18/23,11,"14,373.00",14.373,3/18/23,12,"14,603.00",14.603,4/18/23,11,"14,868.00",14.868,5/18/23,11,"14,739.00",14.739,6/18/23,11,"14,865.00",14.865,7/18/23,11,"15,173.00",15.17,8/18/23,11,"14,949.00",14.95,9/18/23,11,"14,748.00",14.75
1/18/23,12,"16,488.00",16.49,2/18/23,12,"10,582.00",10.582,3/18/23,13,"14,655.00",14.655,4/18/23,12,"15,037.00",15.037,5/18/23,12,"14,739.00",14.739,6/18/23,12,"15,021.00",15.021,7/18/23,12,"15,309.00",15.31,8/18/23,12,"15,085.00",15.09,9/18/23,12,"14,781.00",14.78
1/18/23,13,"16,540.00",16.54,2/18/23,13,"15,779.00",15.779,3/18/23,14,"14,697.00",14.697,4/18/23,13,"15,244.00",15.244,5/18/23,13,"14,755.00",14.755,6/18/23,13,"15,192.00",15.192,7/18/23,13,"13,504.00",13.5,8/18/23,13,"15,215.00",15.22,9/18/23,13,"14,791.00",14.79
1/18/23,14,"16,631.00",16.63,2/18/23,14,"15,908.00",15.908,3/18/23,15,"14,748.00",14.748,4/18/23,14,"15,371.00",15.371,5/18/23,14,"14,784.00",14.784,6/18/23,14,"15,403.00",15.403,7/18/23,14,324,0.32,8/18/23,14,"15,328.00",15.33,9/18/23,14,"14,833.00",14.83
1/18/23,15,"16,663.00",16.66,2/18/23,15,"16,022.00",16.022,3/18/23,16,"14,638.00",14.638,4/18/23,15,"15,455.00",15.455,5/18/23,15,"14,784.00",14.784,6/18/23,15,"15,416.00",15.416,7/18/23,15,321,0.32,8/18/23,15,"1,364.00",1.36,9/18/23,15,"14,878.00",14.88
1/18/23,16,"16,644.00",16.64,2/18/23,16,"16,125.00",16.125,3/18/23,17,"13,971.00",13.971,4/18/23,16,"15,539.00",15.539,5/18/23,16,"14,729.00",14.729,6/18/23,16,"15,549.00",15.549,7/18/23,16,308,0.31,8/18/23,16,"1,072.00",1.07,9/18/23,16,"14,907.00",14.91
1/18/23,17,"16,634.00",16.63,2/18/23,17,"16,135.00",16.135,3/18/23,18,"14,207.00",14.207,4/18/23,17,"15,601.00",15.601,5/18/23,17,"14,706.00",14.706,6/18/23,17,"15,513.00",15.513,7/18/23,17,301,0.3,8/18/23,17,"1,140.00",1.14,9/18/23,17,"14,910.00",14.91
1/18/23,18,"16,579.00",16.58,2/18/23,18,"16,100.00",16.1,3/18/23,19,"14,227.00",14.227,4/18/23,18,"15,627.00",15.627,5/18/23,18,"14,684.00",14.684,6/18/23,18,"15,507.00",15.507,7/18/23,18,295,0.3,8/18/23,18,"1,137.00",1.14,9/18/23,18,"14,836.00",14.84
1/18/23,19,"16,595.00",16.6,2/18/23,19,"16,070.00",16.07,3/18/23,20,"13,112.00",13.112,4/18/23,19,"15,601.00",15.601,5/18/23,19,"14,655.00",14.655,6/18/23,19,"15,484.00",15.484,7/18/23,19,275,0.28,8/18/23,19,"15,034.00",15.03,9/18/23,19,"14,817.00",14.82
1/18/23,20,"16,605.00",16.61,2/18/23,20,"15,905.00",15.905,3/18/23,21,"14,366.00",14.366,4/18/23,20,"15,494.00",15.494,5/18/23,20,"14,625.00",14.625,6/18/23,20,"15,338.00",15.338,7/18/23,20,262,0.26,8/18/23,20,"15,205.00",15.21,9/18/23,20,"14,723.00",14.72
1/18/23,21,"16,657.00",16.66,2/18/23,21,"15,818.00",15.818,3/18/23,22,"14,502.00",14.502,4/18/23,21,"15,218.00",15.218,5/18/23,21,"14,629.00",14.629,6/18/23,21,"15,247.00",15.247,7/18/23,21,"12,597.00",12.6,8/18/23,21,"15,209.00",15.21,9/18/23,21,"14,716.00",14.72
1/18/23,22,"16,715.00",16.72,2/18/23,22,"15,779.00",15.779,3/18/23,23,"14,486.00",14.486,4/18/23,22,"14,872.00",14.872,5/18/23,22,"14,622.00",14.622,6/18/23,22,"15,147.00",15.147,7/18/23,22,"15,338.00",15.34,8/18/23,22,"15,053.00",15.05,9/18/23,22,"14,671.00",14.67
1/18/23,23,"16,835.00",16.84,2/18/23,23,"15,750.00",15.75,3/18/23,24,"14,483.00",14.483,4/18/23,23,"14,739.00",14.739,5/18/23,23,"14,622.00",14.622,6/18/23,23,"15,072.00",15.072,7/18/23,23,"15,322.00",15.32,8/18/23,23,"14,927.00",14.93,9/18/23,23,"14,645.00",14.65
1/18/23,24,"16,942.00",16.94,2/18/23,24,"15,740.00",15.74,3/19/23,1,"14,463.00",14.463,4/18/23,24,"14,732.00",14.732,5/18/23,24,"14,583.00",14.583,6/18/23,24,"15,027.00",15.027,7/18/23,24,"15,306.00",15.31,8/18/23,24,"14,862.00",14.86,9/18/23,24,"14,612.00",14.61
1/19/23,1,"16,926.00",16.93,2/19/23,1,"15,766.00",15.766,3/19/23,2,"14,447.00",14.447,4/19/23,1,"14,700.00",14.7,5/19/23,1,"14,557.00",14.557,6/19/23,1,"15,001.00",15.001,7/19/23,1,"15,199.00",15.2,8/19/23,1,"14,800.00",14.8,9/19/23,1,"14,586.00",14.59
1/19/23,2,"16,848.00",16.85,2/19/23,2,"15,840.00",15.84,3/19/23,3,"14,463.00",14.463,4/19/23,2,"14,677.00",14.677,5/19/23,2,"14,509.00",14.509,6/19/23,2,"15,027.00",15.027,7/19/23,2,"15,047.00",15.05,8/19/23,2,"14,771.00",14.77,9/19/23,2,"14,586.00",14.59
1/19/23,3,"16,770.00",16.77,2/19/23,3,"15,814.00",15.814,3/19/23,4,"14,454.00",14.454,4/19/23,3,"14,651.00",14.651,5/19/23,3,"14,489.00",14.489,6/19/23,3,"14,988.00",14.988,7/19/23,3,"14,946.00",14.95,8/19/23,3,"14,742.00",14.74,9/19/23,3,"14,580.00",14.58
1/19/23,4,"16,699.00",16.7,2/19/23,4,"15,779.00",15.779,3/19/23,5,"14,447.00",14.447,4/19/23,4,"14,635.00",14.635,5/19/23,4,"14,476.00",14.476,6/19/23,4,"14,995.00",14.995,7/19/23,4,"14,898.00",14.9,8/19/23,4,"14,713.00",14.71,9/19/23,4,"14,580.00",14.58
1/19/23,5,"16,683.00",16.68,2/19/23,5,"15,769.00",15.769,3/19/23,6,"14,441.00",14.441,4/19/23,5,"14,616.00",14.616,5/19/23,5,"14,470.00",14.47,6/19/23,5,"14,885.00",14.885,7/19/23,5,"14,881.00",14.88,8/19/23,5,"14,680.00",14.68,9/19/23,5,"14,570.00",14.57
1/19/23,6,"16,702.00",16.7,2/19/23,6,"15,756.00",15.756,3/19/23,7,"14,476.00",14.476,4/19/23,6,"14,612.00",14.612,5/19/23,6,"14,454.00",14.454,6/19/23,6,"14,813.00",14.813,7/19/23,6,"14,865.00",14.87,8/19/23,6,"14,684.00",14.68,9/19/23,6,"14,586.00",14.59
1/19/23,7,"16,718.00",16.72,2/19/23,7,"15,759.00",15.759,3/19/23,8,"14,486.00",14.486,4/19/23,7,"14,606.00",14.606,5/19/23,7,"14,450.00",14.45,6/19/23,7,"14,820.00",14.82,7/19/23,7,"14,846.00",14.85,8/19/23,7,"14,671.00",14.67,9/19/23,7,"14,586.00",14.59
1/19/23,8,"16,692.00",16.69,2/19/23,8,"15,792.00",15.792,3/19/23,9,"14,502.00",14.502,4/19/23,8,"14,612.00",14.612,5/19/23,8,"14,457.00",14.457,6/19/23,8,"14,745.00",14.745,7/19/23,8,"14,839.00",14.84,8/19/23,8,"14,693.00",14.69,9/19/23,8,"14,583.00",14.58
1/19/23,9,"16,748.00",16.75,2/19/23,9,"15,844.00",15.844,3/19/23,10,"14,512.00",14.512,4/19/23,9,"14,713.00",14.713,5/19/23,9,"14,493.00",14.493,6/19/23,9,"14,745.00",14.745,7/19/23,9,"14,875.00",14.88,8/19/23,9,"14,739.00",14.74,9/19/23,9,"14,612.00",14.61
1/19/23,10,"16,809.00",16.81,2/19/23,10,"15,895.00",15.895,3/19/23,11,"14,515.00",14.515,4/19/23,10,"14,888.00",14.888,5/19/23,10,"14,535.00",14.535,6/19/23,10,"14,800.00",14.8,7/19/23,10,"14,988.00",14.99,8/19/23,10,"14,778.00",14.78,9/19/23,10,"14,697.00",14.7
1/19/23,11,"16,790.00",16.79,2/19/23,11,"15,934.00",15.934,3/19/23,12,"14,538.00",14.538,4/19/23,11,"15,153.00",15.153,5/19/23,11,"14,590.00",14.59,6/19/23,11,"14,859.00",14.859,7/19/23,11,"15,160.00",15.16,8/19/23,11,"14,885.00",14.89,9/19/23,11,"14,781.00",14.78
1/19/23,12,"16,910.00",16.91,2/19/23,12,"16,032.00",16.032,3/19/23,13,"14,548.00",14.548,4/19/23,12,"15,396.00",15.396,5/19/23,12,"14,616.00",14.616,6/19/23,12,"14,936.00",14.936,7/19/23,12,"15,293.00",15.29,8/19/23,12,"14,991.00",14.99,9/19/23,12,"14,820.00",14.82
1/19/23,13,"17,097.00",17.1,2/19/23,13,"16,145.00",16.145,3/19/23,14,"14,557.00",14.557,4/19/23,13,"15,601.00",15.601,5/19/23,13,"14,713.00",14.713,6/19/23,13,"15,034.00",15.034,7/19/23,13,"13,462.00",13.46,8/19/23,13,"15,089.00",15.09,9/19/23,13,"14,865.00",14.87
1/19/23,14,"17,324.00",17.32,2/19/23,14,"16,184.00",16.184,3/19/23,15,"14,580.00",14.58,4/19/23,14,"15,756.00",15.756,5/19/23,14,"14,794.00",14.794,6/19/23,14,"15,089.00",15.089,7/19/23,14,318,0.32,8/19/23,14,"15,222.00",15.22,9/19/23,14,"14,962.00",14.96
1/19/23,15,"17,480.00",17.48,2/19/23,15,"16,343.00",16.343,3/19/23,16,"14,574.00",14.574,4/19/23,15,"15,879.00",15.879,5/19/23,15,"14,807.00",14.807,6/19/23,15,"15,144.00",15.144,7/19/23,15,298,0.3,8/19/23,15,"15,277.00",15.28,9/19/23,15,"15,030.00",15.03
1/19/23,16,"17,033.00",17.03,2/19/23,16,"16,391.00",16.391,3/19/23,17,"14,577.00",14.577,4/19/23,16,"15,973.00",15.973,5/19/23,16,"14,813.00",14.813,6/19/23,16,"15,218.00",15.218,7/19/23,16,288,0.29,8/19/23,16,"15,341.00",15.34,9/19/23,16,"15,066.00",15.07
1/19/23,17,"16,741.00",16.74,2/19/23,17,"16,388.00",16.388,3/19/23,18,"14,580.00",14.58,4/19/23,17,"16,048.00",16.048,5/19/23,17,"14,804.00",14.804,6/19/23,17,"15,251.00",15.251,7/19/23,17,288,0.29,8/19/23,17,"15,384.00",15.38,9/19/23,17,"15,047.00",15.05
1/19/23,18,"16,602.00",16.6,2/19/23,18,"16,320.00",16.32,3/19/23,19,"14,574.00",14.574,4/19/23,18,"16,057.00",16.057,5/19/23,18,"14,865.00",14.865,6/19/23,18,"15,222.00",15.222,7/19/23,18,269,0.27,8/19/23,18,"15,384.00",15.38,9/19/23,18,"14,933.00",14.93
1/19/23,19,"16,446.00",16.45,2/19/23,19,"16,216.00",16.216,3/19/23,20,"14,554.00",14.554,4/19/23,19,"15,967.00",15.967,5/19/23,19,"14,855.00",14.855,6/19/23,19,"15,160.00",15.16,7/19/23,19,275,0.28,8/19/23,19,"15,367.00",15.37,9/19/23,19,"14,859.00",14.86
1/19/23,20,"16,300.00",16.3,2/19/23,20,"16,035.00",16.035,3/19/23,21,"14,541.00",14.541,4/19/23,20,"15,870.00",15.87,5/19/23,20,"14,826.00",14.826,6/19/23,20,"15,150.00",15.15,7/19/23,20,"11,758.00",11.76,8/19/23,20,"15,345.00",15.35,9/19/23,20,"14,706.00",14.71
1/19/23,21,"16,187.00",16.19,2/19/23,21,"15,873.00",15.873,3/19/23,22,"14,531.00",14.531,4/19/23,21,"15,490.00",15.49,5/19/23,21,"14,791.00",14.791,6/19/23,21,"15,111.00",15.111,7/19/23,21,"15,131.00",15.13,8/19/23,21,"15,234.00",15.23,9/19/23,21,"14,703.00",14.7
