zone,January,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,February,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,March,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,April,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,May,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,June,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,July,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,August,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,September,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER
ZoneA,2023-01-05 11:00,563,325,0,0,120,1002,0,8,34,6,340,,ZoneA,2023-02-05 11:00,562,610,1,0,161,1206,0,7,28,6,398,,ZoneA,2023-03-05 11:00,495,37,0,0,105,866,0,6,40,7,257,,ZoneA,2023-04-05 11:00,143,761,1,35,58,1160,0,7,11,5,518,,ZoneA,2023-05-05 11:00,198,256,0,47,84,1564,0,15,15,6,398,,ZoneA,2023-06-05 11:00,547,332,0,138,18,813,0,8,38,9,346,,ZoneA,2023-07-05 11:00,569,383,0,0,19,1217,0,5,27,1,345,,ZoneA,2023-08-05 11:00,554,373,0,0,25,1093,0,7,28,1,374,,ZoneA,2023-09-05 11:00,594,255,1,0,14,1228,0,8,29,1,344
ZoneA,2023-01-05 12:00,550,324,0,7,126,1045,0,10,33,6,343,,ZoneA,2023-02-05 12:00,566,618,1,5,206,1226,0,7,30,8,391,,ZoneA,2023-03-05 12:00,497,36,0,133,92,827,0,5,45,14,233,,ZoneA,2023-04-05 12:00,149,740,0,313,58,1152,0,7,22,16,455,,ZoneA,2023-05-05 12:00,190,265,0,164,47,1556,0,13,18,10,387,,ZoneA,2023-06-05 12:00,547,334,0,330,15,713,0,7,46,18,345,,ZoneA,2023-07-05 12:00,571,386,0,0,19,1169,0,5,28,1,344,,ZoneA,2023-08-05 12:00,570,387,0,0,27,1128,0,7,28,1,374,,ZoneA,2023-09-05 12:00,602,257,1,0,15,1266,0,8,29,1,344
ZoneA,2023-01-05 13:00,546,319,0,133,120,908,0,7,39,13,317,,ZoneA,2023-02-05 13:00,570,627,1,56,226,1227,0,6,31,10,382,,ZoneA,2023-03-05 13:00,515,29,0,505,39,768,0,4,57,29,183,,ZoneA,2023-04-05 13:00,143,728,0,678,57,1149,0,8,32,27,394,,ZoneA,2023-05-05 13:00,178,265,0,369,51,1546,0,8,25,18,355,,ZoneA,2023-06-05 13:00,570,351,0,521,16,724,0,7,51,25,343,,ZoneA,2023-07-05 13:00,573,393,0,0,18,1135,0,5,28,1,343,,ZoneA,2023-08-05 13:00,578,392,0,0,24,1202,0,8,27,1,376,,ZoneA,2023-09-05 13:00,605,266,1,0,13,1345,0,8,28,1,349
ZoneA,2023-01-05 14:00,541,314,0,285,109,763,0,6,46,20,288,,ZoneA,2023-02-05 14:00,570,625,1,135,196,1147,0,6,34,12,374,,ZoneA,2023-03-05 14:00,550,27,0,664,36,808,0,6,60,34,170,,ZoneA,2023-04-05 14:00,134,853,0,816,56,1134,0,7,34,29,396,,ZoneA,2023-05-05 14:00,195,243,0,512,50,1511,0,11,30,22,328,,ZoneA,2023-06-05 14:00,585,360,0,603,19,793,0,8,51,26,341,,ZoneA,2023-07-05 14:00,574,393,0,0,18,1188,0,6,27,1,343,,ZoneA,2023-08-05 14:00,576,392,0,0,21,1209,0,8,27,1,377,,ZoneA,2023-09-05 14:00,597,287,1,0,14,1354,0,8,27,1,355
ZoneA,2023-01-05 15:00,538,315,0,312,106,723,0,10,48,21,283,,ZoneA,2023-02-05 15:00,576,562,0,246,87,1125,0,7,35,13,361,,ZoneA,2023-03-05 15:00,553,25,0,683,37,795,0,6,61,34,166,,ZoneA,2023-04-05 15:00,129,909,0,905,55,1130,0,7,35,31,394,,ZoneA,2023-05-05 15:00,208,249,0,502,49,1560,0,12,30,21,330,,ZoneA,2023-06-05 15:00,585,365,0,613,21,882,0,8,49,26,338,,ZoneA,2023-07-05 15:00,568,391,0,8,19,1284,0,5,26,1,344,,ZoneA,2023-08-05 15:00,575,391,0,88,20,1166,0,8,30,1,361,,ZoneA,2023-09-05 15:00,579,296,0,41,13,1303,0,8,28,2,352
ZoneA,2023-01-05 16:00,537,314,0,311,103,699,0,7,48,21,282,,ZoneA,2023-02-05 16:00,576,538,0,306,71,993,0,7,38,15,348,,ZoneA,2023-03-05 16:00,564,27,1,670,36,784,0,6,61,34,166,,ZoneA,2023-04-05 16:00,121,918,0,883,56,1248,0,7,33,29,399,,ZoneA,2023-05-05 16:00,214,277,0,443,52,1604,0,13,27,19,344,,ZoneA,2023-06-05 16:00,564,360,0,609,19,898,0,7,49,26,306,,ZoneA,2023-07-05 16:00,576,403,0,128,20,1359,0,5,29,6,334,,ZoneA,2023-08-05 16:00,591,401,0,348,22,1169,0,8,38,5,324,,ZoneA,2023-09-05 16:00,590,293,0,274,15,1319,0,7,35,12,317
ZoneA,2023-01-05 17:00,554,321,0,353,108,720,0,11,49,22,277,,ZoneA,2023-02-05 17:00,570,513,0,313,63,872,0,7,40,16,340,,ZoneA,2023-03-05 17:00,570,27,1,682,36,798,0,7,61,34,166,,ZoneA,2023-04-05 17:00,128,921,0,813,57,1358,0,5,31,27,407,,ZoneA,2023-05-05 17:00,201,282,0,461,51,1536,0,12,28,20,342,,ZoneA,2023-06-05 17:00,570,369,0,591,28,963,0,7,47,24,271,,ZoneA,2023-07-05 17:00,586,433,0,246,20,1462,0,5,31,10,318,,ZoneA,2023-08-05 17:00,609,415,0,599,21,1297,0,7,42,14,300,,ZoneA,2023-09-05 17:00,599,282,0,416,15,1334,0,7,39,16,297
ZoneA,2023-01-05 18:00,545,313,0,423,106,705,0,6,51,25,265,,ZoneA,2023-02-05 18:00,565,502,0,330,63,799,0,8,42,17,334,,ZoneA,2023-03-05 18:00,555,23,1,669,29,769,0,6,61,34,164,,ZoneA,2023-04-05 18:00,139,913,0,731,101,1399,0,6,30,25,410,,ZoneA,2023-05-05 18:00,196,287,0,480,55,1536,0,12,29,21,341,,ZoneA,2023-06-05 18:00,568,375,0,577,32,1016,0,7,46,24,253,,ZoneA,2023-07-05 18:00,603,441,0,389,19,1738,0,5,32,13,304,,ZoneA,2023-08-05 18:00,606,420,0,651,22,1436,0,6,41,20,301,,ZoneA,2023-09-05 18:00,608,305,0,588,16,1531,1,7,40,20,291
ZoneA,2023-01-05 19:00,556,317,0,494,110,723,0,11,53,27,258,,ZoneA,2023-02-05 19:00,566,497,0,340,66,774,0,8,43,18,330,,ZoneA,2023-03-05 19:00,548,22,0,658,29,760,0,6,61,34,164,,ZoneA,2023-04-05 19:00,181,958,0,731,162,1445,0,6,31,26,403,,ZoneA,2023-05-05 19:00,192,285,0,364,63,1574,0,12,25,17,357,,ZoneA,2023-06-05 19:00,572,374,0,547,45,1091,0,7,44,22,258,,ZoneA,2023-07-05 19:00,599,452,0,413,20,1874,0,5,31,13,304,,ZoneA,2023-08-05 19:00,598,427,0,650,23,1543,0,6,39,21,307,,ZoneA,2023-09-05 19:00,609,313,0,579,15,1676,0,7,38,19,298
ZoneA,2023-01-05 20:00,557,321,0,473,108,719,0,11,52,27,261,,ZoneA,2023-02-05 20:00,567,494,0,333,63,782,0,8,43,18,331,,ZoneA,2023-03-05 20:00,552,22,0,588,27,754,0,6,60,32,169,,ZoneA,2023-04-05 20:00,183,950,1,667,176,1490,0,7,30,24,408,,ZoneA,2023-05-05 20:00,181,286,0,324,82,1549,0,11,24,17,361,,ZoneA,2023-06-05 20:00,575,373,0,466,106,1200,0,7,42,21,259,,ZoneA,2023-07-05 20:00,600,523,0,470,19,1890,1,5,31,14,309,,ZoneA,2023-08-05 20:00,597,433,0,647,23,1662,0,6,38,20,311,,ZoneA,2023-09-05 20:00,607,335,0,595,15,1802,0,7,36,18,304
ZoneA,2023-01-05 21:00,559,325,0,214,117,831,0,9,43,16,301,,ZoneA,2023-02-05 21:00,561,490,0,284,67,807,0,7,41,16,339,,ZoneA,2023-03-05 21:00,547,29,1,398,30,859,0,6,52,23,202,,ZoneA,2023-04-05 21:00,206,947,1,646,186,1491,0,7,30,24,406,,ZoneA,2023-05-05 21:00,195,287,0,170,211,1540,0,11,24,16,363,,ZoneA,2023-06-05 21:00,575,376,0,405,118,1279,0,7,40,19,262,,ZoneA,2023-07-05 21:00,593,596,0,541,21,1779,0,5,33,16,310,,ZoneA,2023-08-05 21:00,601,449,0,633,25,1751,0,6,36,19,317,,ZoneA,2023-09-05 21:00,612,401,0,617,23,1970,0,7,34,18,316
ZoneA,2023-01-05 22:00,548,325,0,11,159,1001,0,10,35,9,335,,ZoneA,2023-02-05 22:00,566,494,0,71,75,961,0,7,33,7,375,,ZoneA,2023-03-05 22:00,552,44,1,175,80,1059,0,4,42,13,246,,ZoneA,2023-04-05 22:00,216,938,1,329,271,1517,0,7,25,18,432,,ZoneA,2023-05-05 22:00,192,287,0,64,298,1528,0,8,23,15,366,,ZoneA,2023-06-05 22:00,566,405,0,254,135,1348,0,8,35,14,262,,ZoneA,2023-07-05 22:00,599,668,0,587,27,1843,0,4,33,17,303,,ZoneA,2023-08-05 22:00,599,453,0,631,30,1877,0,5,35,18,321,,ZoneA,2023-09-05 22:00,610,486,0,625,31,2063,0,7,33,17,329
ZoneA,2023-01-05 23:00,556,330,0,0,172,1120,0,10,33,8,338,,ZoneA,2023-02-05 23:00,574,574,0,1,75,1112,0,6,28,3,404,,ZoneA,2023-03-05 23:00,539,48,0,5,229,1157,0,5,39,12,260,,ZoneA,2023-04-05 23:00,217,929,1,28,497,1501,0,7,23,17,441,,ZoneA,2023-05-05 23:00,168,292,0,14,355,1528,0,7,23,16,369,,ZoneA,2023-06-05 23:00,566,448,0,92,124,1357,0,7,30,8,262,,ZoneA,2023-07-05 23:00,594,721,0,535,74,1872,0,4,32,16,298,,ZoneA,2023-08-05 23:00,602,464,0,597,35,1973,0,5,34,18,327,,ZoneA,2023-09-05 23:00,617,577,0,586,64,2128,0,7,32,16,342
ZoneA,2023-01-06 0:00,553,331,0,0,170,1126,0,12,33,8,339,,ZoneA,2023-02-06 0:00,573,584,0,0,81,1122,0,6,28,3,405,,ZoneA,2023-03-06 0:00,574,59,0,0,249,1139,0,5,41,12,255,,ZoneA,2023-04-06 0:00,211,940,1,0,481,1473,0,7,22,16,450,,ZoneA,2023-05-06 0:00,176,285,0,0,304,1613,0,7,20,13,378,,ZoneA,2023-06-06 0:00,568,460,0,5,129,1360,0,8,28,5,269,,ZoneA,2023-07-06 0:00,588,769,0,474,124,1785,0,4,32,16,283,,ZoneA,2023-08-06 0:00,597,461,0,582,58,2034,0,5,33,17,328,,ZoneA,2023-09-06 0:00,617,577,0,485,135,2168,0,7,31,16,346
ZoneA,2023-01-06 1:00,555,332,0,0,180,1090,0,9,34,8,338,,ZoneA,2023-02-06 1:00,567,578,0,0,91,1109,0,5,28,4,403,,ZoneA,2023-03-06 1:00,563,56,1,0,202,1133,0,4,39,10,261,,ZoneA,2023-04-06 1:00,208,933,1,0,353,1425,0,7,19,12,470,,ZoneA,2023-05-06 1:00,162,270,0,0,253,1646,0,7,18,11,386,,ZoneA,2023-06-06 1:00,562,442,0,0,119,1299,0,8,28,5,270,,ZoneA,2023-07-06 1:00,575,768,0,277,191,1784,0,4,29,13,285,,ZoneA,2023-08-06 1:00,597,464,0,561,106,2049,0,5,33,17,326,,ZoneA,2023-09-06 1:00,614,573,0,284,247,2214,0,7,29,13,354
ZoneA,2023-01-06 2:00,546,326,0,0,157,1045,0,8,34,8,339,,ZoneA,2023-02-06 2:00,560,567,0,0,86,1041,0,5,29,4,403,,ZoneA,2023-03-06 2:00,546,50,1,0,160,1085,0,4,38,9,264,,ZoneA,2023-04-06 2:00,200,929,0,0,240,1334,0,8,16,9,492,,ZoneA,2023-05-06 2:00,164,214,0,0,193,1655,0,7,16,9,384,,ZoneA,2023-06-06 2:00,557,373,0,0,110,1179,0,8,30,5,278,,ZoneA,2023-07-06 2:00,568,763,0,200,190,1662,0,5,28,12,287,,ZoneA,2023-08-06 2:00,584,513,0,371,144,2076,0,5,30,17,348,,ZoneA,2023-09-06 2:00,600,551,0,95,264,2206,0,7,26,10,368
ZoneA,2023-01-06 3:00,550,330,0,0,150,1007,0,10,34,8,339,,ZoneA,2023-02-06 3:00,562,562,0,0,70,990,0,5,29,3,404,,ZoneA,2023-03-06 3:00,541,43,1,0,89,1041,0,4,37,5,269,,ZoneA,2023-04-06 3:00,207,869,1,0,192,1231,0,8,16,8,496,,ZoneA,2023-05-06 3:00,173,190,0,0,122,1606,0,8,14,6,390,,ZoneA,2023-06-06 3:00,544,347,0,0,98,976,0,8,33,5,295,,ZoneA,2023-07-06 3:00,569,756,0,65,234,1608,0,4,27,10,297,,ZoneA,2023-08-06 3:00,589,528,0,102,206,2118,0,5,25,14,370,,ZoneA,2023-09-06 3:00,603,539,0,17,242,2189,0,7,24,7,376
ZoneA,2023-01-06 4:00,546,323,0,0,140,961,0,11,35,7,339,,ZoneA,2023-02-06 4:00,556,555,1,0,58,918,0,6,29,3,406,,ZoneA,2023-03-06 4:00,533,43,1,0,58,950,0,5,37,4,268,,ZoneA,2023-04-06 4:00,162,782,1,0,164,1226,0,8,14,7,498,,ZoneA,2023-05-06 4:00,178,190,0,0,49,1507,0,8,12,3,403,,ZoneA,2023-06-06 4:00,545,345,0,0,79,849,0,9,34,4,327,,ZoneA,2023-07-06 4:00,566,652,0,40,218,1582,0,7,27,9,326,,ZoneA,2023-08-06 4:00,600,539,0,2,190,2053,0,6,23,9,383,,ZoneA,2023-09-06 4:00,607,543,0,1,138,2201,0,7,21,4,390
ZoneA,2023-01-06 5:00,540,310,0,0,136,847,0,13,37,8,333,,ZoneA,2023-02-06 5:00,548,543,1,0,56,865,0,6,30,3,405,,ZoneA,2023-03-06 5:00,511,43,1,0,37,914,0,5,36,3,273,,ZoneA,2023-04-06 5:00,164,709,1,0,121,1216,0,9,13,6,496,,ZoneA,2023-05-06 5:00,0,115,0,0,21,931,0,0,2,2,447,,ZoneA,2023-06-06 5:00,539,337,0,0,40,780,0,8,34,3,343,,ZoneA,2023-07-06 5:00,570,504,0,10,203,1663,0,3,27,7,352,,ZoneA,2023-08-06 5:00,593,536,0,0,163,1932,0,6,23,6,386,,ZoneA,2023-09-06 5:00,597,470,0,0,36,2095,0,6,20,1,392
ZoneA,2023-01-06 6:00,540,311,0,0,138,799,0,11,38,8,332,,ZoneA,2023-02-06 6:00,543,525,1,0,51,851,0,7,30,3,403,,ZoneA,2023-03-06 6:00,500,43,1,0,35,872,0,5,37,2,271,,ZoneA,2023-04-06 6:00,172,713,1,0,123,1184,0,9,14,6,496,,ZoneA,2023-05-06 6:00,0,107,0,0,18,830,0,0,2,2,449,,ZoneA,2023-06-06 6:00,547,339,0,0,17,800,0,8,33,1,349,,ZoneA,2023-07-06 6:00,567,427,0,0,189,1649,0,3,27,7,367,,ZoneA,2023-08-06 6:00,585,525,0,0,48,1813,0,7,21,5,399,,ZoneA,2023-09-06 6:00,601,345,0,0,23,1950,0,6,21,1,373
ZoneA,2023-01-06 7:00,539,316,0,0,136,805,0,11,37,8,334,,ZoneA,2023-02-06 7:00,550,514,1,0,51,871,0,7,30,3,399,,ZoneA,2023-03-06 7:00,502,45,1,0,34,857,0,7,37,2,271,,ZoneA,2023-04-06 7:00,178,712,1,0,110,1190,0,10,13,5,497,,ZoneA,2023-05-06 7:00,0,106,0,0,18,800,0,0,2,2,450,,ZoneA,2023-06-06 7:00,551,347,0,0,14,777,0,8,33,1,357,,ZoneA,2023-07-06 7:00,557,415,0,0,174,1458,0,4,28,7,372,,ZoneA,2023-08-06 7:00,579,478,0,0,26,1628,0,7,22,2,395,,ZoneA,2023-09-06 7:00,599,306,1,0,25,1737,0,6,23,1,364
ZoneA,2023-01-06 8:00,545,319,0,0,140,815,0,10,37,8,333,,ZoneA,2023-02-06 8:00,550,512,1,0,49,913,0,7,30,2,399,,ZoneA,2023-03-06 8:00,511,46,1,0,34,865,0,5,37,2,270,,ZoneA,2023-04-06 8:00,181,700,1,0,118,1171,0,10,14,6,493,,ZoneA,2023-05-06 8:00,0,107,0,0,16,810,0,0,2,2,451,,ZoneA,2023-06-06 8:00,567,358,0,0,16,845,0,9,33,1,362,,ZoneA,2023-07-06 8:00,559,407,0,0,61,1367,0,4,26,3,372,,ZoneA,2023-08-06 8:00,573,425,0,0,25,1469,0,7,24,1,386,,ZoneA,2023-09-06 8:00,600,309,1,0,23,1540,0,7,25,1,361
ZoneA,2023-01-06 9:00,547,330,0,0,150,861,0,10,37,8,336,,ZoneA,2023-02-06 9:00,556,526,1,0,58,999,0,7,29,3,400,,ZoneA,2023-03-06 9:00,523,49,1,0,35,894,0,5,37,2,271,,ZoneA,2023-04-06 9:00,182,711,2,0,117,1178,0,9,14,6,495,,ZoneA,2023-05-06 9:00,0,105,0,0,17,815,0,0,2,2,450,,ZoneA,2023-06-06 9:00,571,360,0,0,17,889,0,9,32,1,353,,ZoneA,2023-07-06 9:00,557,400,0,0,20,1255,0,4,26,1,368,,ZoneA,2023-08-06 9:00,563,414,0,0,26,1312,0,7,25,1,384,,ZoneA,2023-09-06 9:00,607,303,1,0,19,1504,0,6,26,1,359
ZoneA,2023-01-06 10:00,565,395,0,0,164,964,0,11,35,8,350,,ZoneA,2023-02-06 10:00,568,562,1,0,119,1087,0,6,29,5,395,,ZoneA,2023-03-06 10:00,522,53,1,0,76,1004,0,5,36,5,275,,ZoneA,2023-04-06 10:00,174,728,0,0,168,1211,0,8,15,8,487,,ZoneA,2023-05-06 10:00,0,101,0,1,15,802,0,0,2,2,449,,ZoneA,2023-06-06 10:00,582,368,0,6,16,1002,0,9,31,1,339,,ZoneA,2023-07-06 10:00,560,395,0,0,20,1174,0,5,27,1,365,,ZoneA,2023-08-06 10:00,567,408,0,0,25,1198,0,8,27,1,381,,ZoneA,2023-09-06 10:00,608,272,2,0,18,1454,0,6,27,1,351
ZoneA,2023-01-06 11:00,576,460,0,0,180,1168,0,10,32,8,364,,ZoneA,2023-02-06 11:00,579,604,1,0,219,1260,0,6,30,8,386,,ZoneA,2023-03-06 11:00,532,57,0,1,191,1094,0,7,38,10,265,,ZoneA,2023-04-06 11:00,169,734,0,29,182,1233,0,8,16,9,480,,ZoneA,2023-05-06 11:00,0,111,0,23,17,904,0,0,4,4,438,,ZoneA,2023-06-06 11:00,580,370,0,69,15,1041,0,10,32,4,335,,ZoneA,2023-07-06 11:00,564,386,0,0,18,1172,0,5,27,1,354,,ZoneA,2023-08-06 11:00,557,401,0,0,24,1110,0,7,28,1,380,,ZoneA,2023-09-06 11:00,605,264,2,0,17,1385,0,6,27,1,349
ZoneA,2023-01-06 12:00,573,500,0,9,191,1271,0,10,30,8,371,,ZoneA,2023-02-06 12:00,569,612,0,29,342,1213,0,6,34,13,368,,ZoneA,2023-03-06 12:00,532,55,0,108,247,1016,0,7,45,18,237,,ZoneA,2023-04-06 12:00,171,720,0,198,156,1195,0,7,22,15,450,,ZoneA,2023-05-06 12:00,3,121,0,71,19,1014,0,0,8,7,420,,ZoneA,2023-06-06 12:00,584,374,0,228,16,1032,0,9,37,11,333,,ZoneA,2023-07-06 12:00,568,384,0,0,19,1185,0,5,27,1,349,,ZoneA,2023-08-06 12:00,561,397,0,0,18,1086,0,8,28,1,379,,ZoneA,2023-09-06 12:00,611,268,2,0,16,1362,0,6,28,1,348
ZoneA,2023-01-06 13:00,563,454,0,237,180,1099,0,9,39,16,330,,ZoneA,2023-02-06 13:00,564,552,0,327,182,1021,0,6,40,19,335,,ZoneA,2023-03-06 13:00,521,45,0,417,130,826,0,4,55,28,194,,ZoneA,2023-04-06 13:00,159,648,0,460,127,1197,0,7,29,23,401,,ZoneA,2023-05-06 13:00,21,138,0,120,19,1050,0,3,12,10,405,,ZoneA,2023-06-06 13:00,591,382,0,413,17,1011,0,9,42,18,332,,ZoneA,2023-07-06 13:00,559,380,0,0,18,1166,0,5,27,1,348,,ZoneA,2023-08-06 13:00,571,398,0,0,16,1179,0,8,27,1,379,,ZoneA,2023-09-06 13:00,601,266,2,0,15,1357,0,6,28,1,349
ZoneA,2023-01-06 14:00,560,341,0,524,162,828,0,7,51,28,261,,ZoneA,2023-02-06 14:00,562,501,0,581,91,835,0,6,48,26,299,,ZoneA,2023-03-06 14:00,533,50,0,568,38,826,0,5,56,30,189,,ZoneA,2023-04-06 14:00,144,599,0,583,130,1318,0,8,31,26,377,,ZoneA,2023-05-06 14:00,35,180,0,213,22,1068,0,5,18,15,388,,ZoneA,2023-06-06 14:00,597,394,0,605,20,1026,0,9,46,24,336,,ZoneA,2023-07-06 14:00,575,394,0,0,20,1252,0,5,27,1,347,,ZoneA,2023-08-06 14:00,563,397,0,0,16,1212,0,7,26,1,381,,ZoneA,2023-09-06 14:00,602,291,2,0,15,1467,0,7,26,1,357
ZoneA,2023-01-06 15:00,547,323,0,510,116,737,0,8,52,28,258,,ZoneA,2023-02-06 15:00,555,500,1,604,76,758,0,6,49,27,295,,ZoneA,2023-03-06 15:00,529,83,0,591,30,834,0,6,56,30,200,,ZoneA,2023-04-06 15:00,139,583,0,659,128,1369,0,7,32,27,366,,ZoneA,2023-05-06 15:00,34,224,0,361,23,1023,0,5,25,23,365,,ZoneA,2023-06-06 15:00,601,414,0,669,16,1111,0,8,46,24,336,,ZoneA,2023-07-06 15:00,580,400,0,4,18,1415,0,6,25,1,346,,ZoneA,2023-08-06 15:00,574,396,0,60,16,1195,0,7,29,1,368,,ZoneA,2023-09-06 15:00,575,299,1,40,14,1461,0,6,26,2,357
ZoneA,2023-01-06 16:00,549,318,0,392,105,734,0,12,50,24,273,,ZoneA,2023-02-06 16:00,568,514,1,620,53,758,0,6,49,27,297,,ZoneA,2023-03-06 16:00,539,123,0,591,26,899,0,7,53,28,217,,ZoneA,2023-04-06 16:00,140,606,0,708,132,1428,0,5,33,28,364,,ZoneA,2023-05-06 16:00,26,248,0,401,23,1023,0,4,26,25,365,,ZoneA,2023-06-06 16:00,584,410,0,660,19,1104,0,8,45,24,308,,ZoneA,2023-07-06 16:00,562,396,0,65,18,1488,0,5,25,3,339,,ZoneA,2023-08-06 16:00,585,407,0,304,16,1190,0,7,36,3,333,,ZoneA,2023-09-06 16:00,578,287,0,232,14,1441,0,6,32,10,326
ZoneA,2023-01-06 17:00,541,308,0,376,102,722,0,11,49,23,273,,ZoneA,2023-02-06 17:00,573,511,1,597,51,769,0,7,49,26,300,,ZoneA,2023-03-06 17:00,556,179,0,530,22,929,0,9,50,25,241,,ZoneA,2023-04-06 17:00,133,736,0,709,135,1426,0,5,31,27,384,,ZoneA,2023-05-06 17:00,19,286,0,397,22,1052,0,3,25,24,378,,ZoneA,2023-06-06 17:00,587,408,0,646,48,1207,0,11,44,24,265,,ZoneA,2023-07-06 17:00,569,402,0,210,18,1513,0,5,29,8,318,,ZoneA,2023-08-06 17:00,589,428,0,554,14,1303,0,7,40,12,311,,ZoneA,2023-09-06 17:00,591,291,0,407,15,1517,0,6,36,15,308
ZoneA,2023-01-06 18:00,532,306,0,368,101,706,0,11,49,23,274,,ZoneA,2023-02-06 18:00,564,511,1,588,49,742,0,6,49,26,301,,ZoneA,2023-03-06 18:00,554,224,0,529,25,852,0,9,51,25,248,,ZoneA,2023-04-06 18:00,131,755,0,697,160,1444,0,5,31,27,386,,ZoneA,2023-05-06 18:00,17,341,0,313,23,1043,0,3,20,19,412,,ZoneA,2023-06-06 18:00,597,463,0,608,76,1357,0,11,41,22,251,,ZoneA,2023-07-06 18:00,574,415,0,322,19,1557,0,5,32,12,309,,ZoneA,2023-08-06 18:00,606,433,0,655,16,1521,0,8,39,19,306,,ZoneA,2023-09-06 18:00,603,308,0,442,15,1689,0,6,35,15,311
ZoneA,2023-01-06 19:00,511,289,0,362,97,676,0,10,50,24,271,,ZoneA,2023-02-06 19:00,569,513,1,575,50,751,0,6,48,25,303,,ZoneA,2023-03-06 19:00,562,247,0,516,27,797,0,9,51,25,250,,ZoneA,2023-04-06 19:00,177,806,0,621,227,1405,0,6,32,26,388,,ZoneA,2023-05-06 19:00,14,378,0,267,22,1030,0,2,18,17,433,,ZoneA,2023-06-06 19:00,598,544,0,570,96,1419,0,12,39,21,256,,ZoneA,2023-07-06 19:00,566,415,0,446,18,1577,0,5,34,15,300,,ZoneA,2023-08-06 19:00,594,442,0,640,19,1592,0,6,38,20,312,,ZoneA,2023-09-06 19:00,599,356,0,589,38,1751,1,6,37,19,306
ZoneA,2023-01-06 20:00,523,293,0,352,100,690,0,10,50,23,272,,ZoneA,2023-02-06 20:00,556,503,1,397,50,739,0,6,45,20,326,,ZoneA,2023-03-06 20:00,564,253,0,501,30,814,0,8,50,25,254,,ZoneA,2023-04-06 20:00,184,839,0,609,173,1457,0,6,30,24,400,,ZoneA,2023-05-06 20:00,8,394,0,229,24,1095,0,2,15,14,446,,ZoneA,2023-06-06 20:00,608,561,0,534,146,1491,0,9,38,20,263,,ZoneA,2023-07-06 20:00,571,422,0,482,20,1605,0,4,35,16,298,,ZoneA,2023-08-06 20:00,587,437,0,650,17,1746,0,5,36,19,315,,ZoneA,2023-09-06 20:00,597,475,0,578,15,1862,0,6,34,17,330
ZoneA,2023-01-06 21:00,540,310,0,189,111,861,0,11,42,15,307,,ZoneA,2023-02-06 21:00,532,478,1,228,51,719,0,7,40,14,349,,ZoneA,2023-03-06 21:00,560,264,0,370,37,933,0,6,45,19,280,,ZoneA,2023-04-06 21:00,201,896,0,476,207,1459,0,6,27,21,419,,ZoneA,2023-05-06 21:00,0,383,0,183,21,1085,0,0,12,12,459,,ZoneA,2023-06-06 21:00,602,633,0,380,172,1541,0,6,35,17,268,,ZoneA,2023-07-06 21:00,573,434,0,564,20,1691,0,4,35,18,297,,ZoneA,2023-08-06 21:00,594,437,0,671,19,1899,0,5,35,19,317,,ZoneA,2023-09-06 21:00,602,547,0,583,94,1949,0,5,34,18,334
ZoneA,2023-01-06 22:00,562,384,0,11,128,1067,0,13,32,6,355,,ZoneA,2023-02-06 22:00,541,486,1,61,78,869,0,7,33,7,378,,ZoneA,2023-03-06 22:00,560,272,0,144,138,1037,0,4,39,13,304,,ZoneA,2023-04-06 22:00,202,895,0,231,308,1499,0,6,24,17,437,,ZoneA,2023-05-06 22:00,0,375,0,193,31,1082,0,0,13,13,452,,ZoneA,2023-06-06 22:00,603,716,0,211,169,1515,0,6,31,12,270,,ZoneA,2023-07-06 22:00,578,487,0,556,55,1795,0,4,34,18,303,,ZoneA,2023-08-06 22:00,597,440,0,665,22,2031,0,5,34,18,320,,ZoneA,2023-09-06 22:00,608,557,0,550,295,1953,0,5,37,21,321
